file_name,n,uavm_theta1,uavm_w1,uavm_theta2,uavm_w2
-0.0026832205010203225-8.486197551506315-0.15579299949481085--12.313319242313353.csv,100003,0.005363168683997966,0.16927303714791933,0.004523356867979393,0.11850414282639275
-0.015056636895971032-1.6453368266347876-1.0728887682901282-8.149391762031799.csv,100002,0.009447214100192476,0.15186700265969702,0.003850542084089646,0.21247479323695237
-0.038734385753631084-2.1947410348886933--0.8105406134409474-7.325374189911883.csv,100002,0.011173221585153194,0.18457923116037725,0.002822106766971617,0.1872809326902688
-0.040119804615726284-2.798889939052107-1.5949186433140534-8.161698286785251.csv,100002,0.0038250698923787984,0.1868926489545222,0.0028201536253874885,0.18281596870999728
-0.04500355845576598-7.361659850843612-0.04948661107710706--1.4388547912637053.csv,100002,0.007067972506869933,0.19128592655072238,0.0029975663519539435,0.18730896291194754
-0.05020049879977595--5.041274873325986-1.644077663890343--5.951444513710873.csv,100002,0.009354095389883898,0.18362679031271864,0.0036972910535048404,0.17091364223570868
-0.06179853342321229-0.9751091025516256--2.7082025743264024--7.478872156459952.csv,100002,0.006425400405701593,0.17988523699426023,0.005970201616656441,0.16349772396162096
-0.06861587596893148--3.6229647848450837--1.3202258464044856--6.414596285907434.csv,100002,0.004023206589250624,0.17624807996969058,0.005876819800768557,0.1743588477730488
-0.0813423823494186-1.4503371963335567--3.034797182916617-9.647516162327609.csv,100002,0.004140049210553226,0.20229501882087167,0.0018051462556695514,0.14702954122859416
-0.0860350159454617-1.6032689898902284--1.7575227756086114-8.681328970203866.csv,100002,0.01102177551541544,0.18512989704556285,0.0070940170648167,0.16989939129959425
-0.09235066360024735-1.1792822232208948--2.925622658824463--7.1482902523947285.csv,100002,0.01020310970894883,0.1669905054424096,0.002242307358527105,0.194757175161904
-0.10222058658012934--4.213807898550704-2.0238478129564204-4.459189370822964.csv,100002,0.01563979146216825,0.13708467336753322,0.010998265372069107,0.21623101527662833
-0.13462087164417103-2.814714377323291-2.2405356888868866--5.821218772667105.csv,100002,0.00647496976192657,0.17421893997995083,0.008363993980806735,0.18834607466920744
-0.14044026330990045-0.2270849106554147-2.330141938673327--8.342051277892047.csv,100002,0.007602556774824371,0.18493533198461032,0.0055253957352466914,0.17628588969703568
