file_name,n,uavm_theta1,uavm_w1,uavm_theta2,uavm_w2
-0.002715154314728352--1.2397481400884827--2.920428962672438-2.5893351117209313.csv,100002,0.0036816212882872777,0.0015783957154898067,0.004586874216110192,0.018177811796287083
-0.003176161924293819--0.8221365846659734-1.0946142572227986--4.999529190981204.csv,100002,0.00275538698467254,0.001785878833514038,0.0029759057644139267,0.007135044923330626
-0.005027781803480291-2.621586328390354--2.6605689990052976-5.240185941031459.csv,100002,0.0023307462443699573,0.0062636203793489335,0.00233639714136545,0.017577368283511058
-0.005810087733090885-0.37974228931419685-1.7786128507221592--4.7460615312842105.csv,100002,0.0037744990226279635,0.002594528899025652,0.0030195020436351253,0.008483115907893204
-0.013172908686457152--0.6693907605909812-1.8877743157014288-4.44073900566854.csv,100002,0.003019346831943566,0.0055867526778386875,0.0020676770828885376,0.0035144902435278666
-0.014730588744967132-0.28288226611311407--3.0230472291954276-4.25343509205313.csv,100002,0.0038674962684092625,0.002589163324829674,0.006178759307712256,0.008167166802370089
-0.015317395212332663--2.7384740401870777-1.1337935169196118-5.121247626201471.csv,100002,0.004930784436685355,0.003431076611853739,0.0045736063815268,0.006494242852438076
-0.015328544614191308-2.476403107187321--2.202372220539385--1.666290922800765.csv,100002,0.0016437464170607318,0.001837936575175197,0.002420036789566216,0.030064118749887025
-0.017933711889116744-2.3276007949134074--0.8236351333583207-3.288908219248974.csv,100002,0.0023363149689812584,0.003125002697437125,0.004535277820830444,0.0031152893478029343
-0.022268896275924988-3.73193616057468--0.32064977268139616--8.012785629954287.csv,100002,0.004509260052213138,0.004740257623990791,0.0017441222033446838,0.0099701669329966
-0.022710992384467055-1.1402554261862492-1.9395353244200395--3.9979644328314925.csv,100002,0.003676089648967708,0.0038748117955079604,0.004236382078487982,0.007554981350199042
-0.042747262239807515--1.1633314529141958-1.3111348690661062--4.794854830922408.csv,100002,0.0031711930945641487,0.0016440622132583198,0.003465885102926479,0.004540659328067547
-0.04716966826614044--5.497150437114542-0.13266698770347052-7.434972759626547.csv,100002,0.001251430767851072,0.0016558197890247925,0.0032557712764717337,0.00570771311166666
-0.056423663165166005--1.4115255670466533--0.1035938248594288-7.182254557738675.csv,100002,0.002485522207961663,0.0023311235806867275,0.0027244614736368416,0.0105693803208844
-0.06049649408495128-5.0675644976564564--0.003805392875451563--1.9608077466024905.csv,100002,0.0019878760518449276,0.003153121928771635,0.003973182666082472,0.007531588556341816
-0.07358380092128014--2.640854467819163--2.9573810915187266-0.3593754600010177.csv,100002,0.002303244184669235,0.0011944961826188512,0.004150446702218548,0.004473563877332943
-0.08412563304108289-5.591546062159155--0.37973536340767566--4.50420075056458.csv,100002,0.004590684100556748,0.0019634292580265012,0.006572884651250704,0.006583147201574498
-0.098567630216154-4.4625844579206335-0.6091153380689684--1.108040177721307.csv,100002,0.002889337778983159,0.0016560705151434814,0.005279833127644135,0.019197251063129583
-0.10022795472740764--3.822373422246475-3.0567349119390697--4.881595490885764.csv,100002,0.0056847127740967665,0.004917032943682086,0.006292322627404679,0.0036769007340238906
-0.10308041856142358-0.008957013283678261-2.8342852915331997--4.010556567926857.csv,100002,0.001479565128598452,0.004229262216874796,0.0026813725011324524,0.006581774593679226
